13,1,1682.62,383.66,153.16,362.17,-1,1,-1
13,2,285.66,471.15,78.15,227.89,-1,1,-1
13,3,13.87,234.35,155.97,688.64,-1,1,-1
13,4,109.03,489.44,91.76,249.70,-1,1,-1
13,6,1281.50,533.26,56.11,127.50,-1,1,-1
13,8,1331.78,472.16,60.55,184.18,-1,1,-1
13,9,1865.36,369.90,50.16,244.53,-1,1,-1
13,10,1301.00,490.00,75.00,170.00,-1,1,-1
14,1,1682.38,381.62,154.16,364.11,-1,1,-1
14,2,287.45,472.50,77.37,225.60,-1,1,-1
14,3,12.92,235.09,159.51,694.49,-1,1,-1
14,4,108.68,486.98,92.53,251.79,-1,1,-1
14,6,1283.29,532.11,55.53,128.38,-1,1,-1
14,8,1330.05,470.47,61.86,187.78,-1,1,-1
14,9,1863.52,368.75,53.94,264.52,-1,1,-1
14,11,865.99,524.13,51.75,100.47,-1,1,-1
15,1,1680.35,377.58,155.84,366.73,-1,1,-1
15,2,283.07,473.16,80.82,229.50,-1,1,-1
15,3,13.40,236.29,160.25,686.53,-1,1,-1
15,6,1285.45,531.16,56.20,129.93,-1,1,-1
15,8,1329.28,473.11,61.74,185.83,-1,1,-1
15,9,1861.28,363.92,59.12,293.77,-1,1,-1
15,11,865.99,523.93,52.17,101.30,-1,1,-1
16,1,1675.52,376.09,155.42,368.31,-1,1,-1
16,2,296.42,468.68,83.34,232.76,-1,1,-1
16,3,14.82,236.36,162.44,683.10,-1,1,-1
16,6,1286.58,534.67,54.23,127.25,-1,1,-1
16,8,1328.53,472.07,63.05,189.10,-1,1,-1
16,9,1860.41,365.75,60.55,304.04,-1,1,-1
16,11,865.98,523.72,52.60,102.12,-1,1,-1
17,1,1674.50,380.84,153.03,362.24,-1,1,-1
17,2,288.03,462.44,89.77,239.91,-1,1,-1
17,3,17.51,238.56,164.70,676.93,-1,1,-1
17,6,1288.11,534.73,53.04,126.09,-1,1,-1
17,8,1328.89,470.34,64.12,190.99,-1,1,-1
17,9,1858.23,360.29,62.95,319.27,-1,1,-1
18,1,1667.79,380.06,153.60,364.48,-1,1,-1
18,2,292.87,462.73,93.15,242.59,-1,1,-1
18,3,23.35,246.87,164.33,653.18,-1,1,-1
18,6,1289.09,535.42,52.33,125.66,-1,1,-1
18,8,1327.99,470.97,64.49,191.05,-1,1,-1
18,9,1855.78,352.49,69.64,362.86,-1,1,-1
18,11,868.23,525.89,48.55,95.35,-1,1,-1
19,1,1661.47,378.47,154.27,367.91,-1,1,-1
19,2,307.36,469.42,91.39,235.73,-1,1,-1
19,3,25.88,249.53,167.97,645.98,-1,1,-1
19,6,1290.46,537.68,49.92,120.85,-1,1,-1
19,8,1328.52,473.82,62.74,186.44,-1,1,-1
19,9,1856.02,350.06,71.07,379.87,-1,1,-1
19,11,868.61,526.19,48.13,94.53,-1,1,-1
19,12,1803.20,451.26,59.61,157.34,-1,1,-1
20,1,1656.60,377.89,155.02,370.47,-1,1,-1
20,2,304.91,465.99,95.18,240.42,-1,1,-1
20,3,27.16,247.92,174.40,649.32,-1,1,-1
20,6,1292.88,536.54,50.36,122.33,-1,1,-1
20,8,1343.78,477.55,59.87,179.35,-1,1,-1
20,9,1856.13,352.88,71.09,389.01,-1,1,-1
20,11,868.99,526.49,47.72,93.71,-1,1,-1
20,12,1805.44,449.43,62.06,164.25,-1,1,-1
21,1,1651.06,377.70,154.97,372.05,-1,1,-1
21,2,309.28,466.04,95.73,239.52,-1,1,-1
21,3,29.85,244.06,181.43,651.88,-1,1,-1
21,6,1294.47,536.79,49.67,121.54,-1,1,-1
21,8,1338.21,471.49,61.66,182.11,-1,1,-1
21,9,1855.50,351.59,71.21,397.93,-1,1,-1
21,12,1805.25,448.85,63.20,167.92,-1,1,-1
22,1,1644.77,377.66,154.33,374.56,-1,1,-1
22,2,304.28,464.07,98.44,241.82,-1,1,-1
22,3,27.14,242.02,187.95,656.81,-1,1,-1
22,6,1296.10,537.56,49.88,122.56,-1,1,-1
22,8,1342.03,475.24,61.12,180.48,-1,1,-1
22,9,1854.46,343.55,72.24,412.50,-1,1,-1
22,12,1804.48,448.00,64.12,171.12,-1,1,-1
23,1,1639.19,380.30,152.12,375.45,-1,1,-1
23,2,305.43,467.28,98.45,238.07,-1,1,-1
23,3,32.86,242.65,195.79,660.62,-1,1,-1
23,6,1297.46,530.58,52.94,131.52,-1,1,-1
23,8,1344.73,476.65,61.58,180.56,-1,1,-1
23,9,1850.77,337.90,73.54,425.51,-1,1,-1
23,10,1310.67,484.02,77.56,175.98,-1,1,-1
23,12,1803.45,449.14,63.75,171.36,-1,1,-1
24,1,1638.72,382.64,150.87,376.38,-1,1,-1
24,2,308.60,469.17,98.09,236.63,-1,1,-1
24,3,37.54,242.96,203.36,658.06,-1,1,-1
24,6,1298.70,529.92,53.19,133.56,-1,1,-1
24,8,1346.87,476.48,62.01,181.29,-1,1,-1
24,9,1847.05,332.56,74.77,434.11,-1,1,-1
24,10,1306.61,485.93,76.61,174.76,-1,1,-1
24,12,1804.97,449.60,62.53,169.20,-1,1,-1
25,1,1636.08,386.83,149.02,374.69,-1,1,-1
25,2,308.36,469.20,98.64,237.43,-1,1,-1
25,3,47.40,247.11,212.23,652.40,-1,1,-1
25,6,1300.66,528.40,52.79,134.31,-1,1,-1
25,8,1348.20,476.39,62.27,181.58,-1,1,-1
25,9,1844.06,330.52,75.16,434.57,-1,1,-1
25,10,1307.08,486.58,75.97,174.35,-1,1,-1
25,12,1807.01,449.79,60.44,165.53,-1,1,-1
25,13,1813.00,412.00,74.00,251.00,-1,1,-1
26,1,1631.69,388.42,148.10,376.63,-1,1,-1
26,2,314.28,467.22,97.26,237.74,-1,1,-1
26,3,49.00,240.12,225.41,662.17,-1,1,-1
26,6,1301.89,527.19,52.18,135.20,-1,1,-1
26,8,1347.61,475.01,63.06,184.36,-1,1,-1
26,9,1840.14,332.40,75.69,431.06,-1,1,-1
26,10,1307.30,486.47,76.06,174.55,-1,1,-1
26,12,1808.96,449.19,58.59,162.73,-1,1,-1
26,13,1813.00,412.00,74.00,251.00,-1,1,-1
27,1,1629.74,385.05,148.59,381.93,-1,1,-1
27,2,314.48,477.69,94.01,227.94,-1,1,-1
27,3,53.56,236.88,238.49,667.77,-1,1,-1
27,6,1303.01,526.10,51.84,136.15,-1,1,-1
27,8,1347.94,474.47,62.79,184.10,-1,1,-1
27,9,1838.71,330.65,77.08,435.10,-1,1,-1
27,10,1307.52,486.36,76.15,174.75,-1,1,-1
27,12,1809.49,448.93,58.72,163.10,-1,1,-1
28,1,1623.37,378.51,149.79,391.75,-1,1,-1
28,2,319.76,490.42,88.82,214.13,-1,1,-1
28,3,53.25,232.42,253.67,679.71,-1,1,-1
28,6,1304.40,528.33,51.62,137.12,-1,1,-1
28,8,1347.66,474.25,62.69,184.66,-1,1,-1
28,9,1836.44,326.82,79.17,442.82,-1,1,-1
28,12,1810.01,448.68,58.86,163.47,-1,1,-1
29,1,1624.29,378.63,148.33,390.87,-1,1,-1
29,2,324.75,503.25,84.04,201.58,-1,1,-1
29,3,55.10,231.44,264.88,678.28,-1,1,-1
29,6,1304.75,527.91,51.12,137.45,-1,1,-1
29,8,1347.28,473.50,63.07,186.20,-1,1,-1
29,9,1833.76,324.77,81.09,448.09,-1,1,-1
30,1,1623.04,377.39,146.70,391.07,-1,1,-1
30,2,330.36,503.59,82.76,199.28,-1,1,-1
30,3,55.62,233.79,272.30,667.08,-1,1,-1
30,6,1306.00,527.11,51.19,138.84,-1,1,-1
30,8,1348.17,472.55,63.04,186.12,-1,1,-1
30,9,1831.00,322.12,82.77,450.46,-1,1,-1
31,1,1623.11,375.62,145.88,393.03,-1,1,-1
31,2,334.75,502.92,82.75,198.59,-1,1,-1
31,3,59.84,234.76,281.09,658.07,-1,1,-1
31,6,1307.71,515.07,55.19,149.14,-1,1,-1
31,8,1348.83,472.18,62.93,185.42,-1,1,-1
31,9,1827.01,319.88,84.79,453.00,-1,1,-1
32,1,1619.95,375.63,144.30,392.39,-1,1,-1
32,2,338.21,505.78,81.38,195.30,-1,1,-1
32,3,61.70,233.85,292.62,655.33,-1,1,-1
32,6,1308.41,511.83,55.91,150.44,-1,1,-1
32,8,1350.04,473.37,62.86,184.49,-1,1,-1
32,9,1824.35,318.46,86.62,454.34,-1,1,-1
33,1,1619.27,372.37,144.17,394.70,-1,1,-1
33,2,341.68,508.63,80.01,192.01,-1,1,-1
33,3,60.05,237.54,304.43,655.64,-1,1,-1
33,6,1310.44,526.16,51.22,136.61,-1,1,-1
33,8,1349.82,471.83,64.11,186.79,-1,1,-1
33,9,1818.99,314.74,89.58,457.83,-1,1,-1
34,1,1623.56,368.53,146.40,398.14,-1,1,-1
34,3,59.84,240.94,315.50,654.44,-1,1,-1
34,6,1310.77,532.02,49.38,130.94,-1,1,-1
34,8,1349.00,470.60,65.31,188.97,-1,1,-1
34,9,1815.30,313.40,92.14,457.63,-1,1,-1
35,1,1625.94,367.11,149.23,402.01,-1,1,-1
35,3,64.45,247.55,325.02,648.05,-1,1,-1
35,6,1311.62,533.45,49.22,130.25,-1,1,-1
35,8,1347.78,468.16,66.87,191.75,-1,1,-1
35,9,1811.47,313.63,94.79,456.64,-1,1,-1
36,1,1625.69,365.96,151.42,404.06,-1,1,-1
36,3,66.23,250.71,337.30,644.33,-1,1,-1
36,6,1313.24,536.63,48.44,127.34,-1,1,-1
36,8,1346.85,467.90,67.67,192.14,-1,1,-1
36,9,1806.73,314.46,97.91,456.03,-1,1,-1
37,1,1625.72,362.94,153.41,406.73,-1,1,-1
37,3,64.72,253.85,348.39,640.32,-1,1,-1
37,6,1313.54,537.80,48.01,125.58,-1,1,-1
37,8,1348.08,468.47,68.03,191.61,-1,1,-1
37,9,1802.98,312.89,101.16,456.27,-1,1,-1
38,1,1624.38,363.80,154.98,408.33,-1,1,-1
38,3,65.50,253.01,363.26,646.85,-1,1,-1
38,6,1314.87,538.20,47.98,124.96,-1,1,-1
38,8,1349.15,469.37,67.57,190.06,-1,1,-1
38,9,1799.82,309.73,105.36,462.76,-1,1,-1
39,1,1622.36,364.84,155.38,408.85,-1,1,-1
39,3,74.37,253.97,371.70,646.69,-1,1,-1
39,6,1315.47,539.65,47.68,124.09,-1,1,-1
39,8,1349.33,470.38,67.13,188.80,-1,1,-1
39,9,1797.40,307.94,108.88,467.04,-1,1,-1
40,1,1622.93,365.94,156.84,411.60,-1,1,-1
40,3,97.59,258.93,371.67,641.37,-1,1,-1
40,6,1315.52,539.50,47.82,124.46,-1,1,-1
40,8,1349.37,470.77,66.96,187.65,-1,1,-1
40,9,1796.33,311.25,111.30,467.87,-1,1,-1
41,1,1622.99,367.70,157.79,412.57,-1,1,-1
41,3,118.90,260.10,370.50,639.39,-1,1,-1
41,6,1315.73,536.75,48.76,127.29,-1,1,-1
41,8,1351.02,472.24,66.24,185.89,-1,1,-1
41,9,1795.12,309.31,113.32,467.36,-1,1,-1
42,1,1619.73,365.11,159.49,416.15,-1,1,-1
42,3,136.14,257.84,370.73,642.68,-1,1,-1
42,6,1315.53,535.70,48.94,128.35,-1,1,-1
42,8,1351.26,472.80,66.01,185.23,-1,1,-1
42,9,1794.18,309.28,115.17,467.01,-1,1,-1
43,1,1617.09,363.49,161.02,419.40,-1,1,-1
43,3,173.71,259.59,357.41,630.07,-1,1,-1
43,6,1315.49,535.29,48.89,128.77,-1,1,-1
43,8,1350.74,471.67,66.43,186.32,-1,1,-1
43,9,1792.90,309.98,117.82,471.35,-1,1,-1
43,16,113.85,525.13,77.57,216.74,-1,1,-1
44,1,1610.30,362.24,164.05,426.47,-1,1,-1
44,3,211.40,262.21,340.45,611.99,-1,1,-1
44,6,1316.19,537.11,48.02,126.95,-1,1,-1
44,8,1350.13,471.24,66.72,187.39,-1,1,-1
44,9,1790.41,312.91,120.29,474.20,-1,1,-1
44,16,111.83,523.43,78.97,220.92,-1,1,-1
44,17,7.31,499.47,105.26,263.45,-1,1,-1
45,1,1605.04,361.14,163.43,426.46,-1,1,-1
45,3,244.77,261.12,326.53,603.33,-1,1,-1
45,6,1316.49,537.13,47.58,125.59,-1,1,-1
45,8,1350.77,471.74,66.37,186.48,-1,1,-1
45,9,1788.16,313.41,122.61,476.48,-1,1,-1
45,16,110.85,521.39,80.88,226.74,-1,1,-1
45,17,7.86,500.30,104.35,261.18,-1,1,-1
46,1,1601.15,359.44,161.12,424.38,-1,1,-1
46,3,265.98,255.99,316.41,604.31,-1,1,-1
46,6,1316.34,536.46,47.88,126.42,-1,1,-1
46,8,1350.44,472.59,66.03,185.47,-1,1,-1
46,9,1786.91,313.62,124.38,477.23,-1,1,-1
46,16,103.02,517.87,96.59,273.46,-1,1,-1
46,17,8.42,501.12,103.44,258.91,-1,1,-1
47,1,1597.18,360.80,159.45,421.51,-1,1,-1
47,3,280.47,251.41,310.85,612.15,-1,1,-1
47,6,1316.38,536.21,47.78,126.08,-1,1,-1
47,8,1349.44,472.25,66.30,185.76,-1,1,-1
47,9,1785.64,311.75,126.72,481.34,-1,1,-1
47,16,107.05,518.59,87.26,247.45,-1,1,-1
47,17,26.31,514.33,93.96,236.12,-1,1,-1
47,18,242.07,456.00,59.39,106.87,-1,1,-1
48,1,1595.41,361.35,158.19,417.05,-1,1,-1
48,3,308.26,258.96,297.29,602.62,-1,1,-1
48,6,1316.25,535.44,47.97,126.62,-1,1,-1
48,8,1349.39,472.11,66.40,185.88,-1,1,-1
48,9,1785.18,302.53,129.59,490.01,-1,1,-1
48,16,112.52,526.15,77.93,219.97,-1,1,-1
48,17,26.56,511.89,94.54,238.96,-1,1,-1
48,18,241.95,455.22,60.60,109.35,-1,1,-1
49,1,1596.55,360.26,161.57,419.29,-1,1,-1
49,3,333.00,256.51,292.95,606.46,-1,1,-1
49,6,1316.09,535.15,48.25,127.49,-1,1,-1
49,8,1349.92,473.38,65.97,184.60,-1,1,-1
49,9,1784.68,297.09,131.41,495.17,-1,1,-1
49,16,111.70,521.80,78.77,222.52,-1,1,-1
49,17,27.39,509.80,93.94,239.01,-1,1,-1
49,18,241.58,454.90,61.23,110.49,-1,1,-1
50,1,1584.82,359.88,162.92,424.05,-1,1,-1
50,3,363.21,258.23,289.24,602.68,-1,1,-1
50,6,1316.13,535.04,48.12,127.16,-1,1,-1
50,8,1351.06,473.86,65.92,184.12,-1,1,-1
50,9,1784.11,292.45,132.91,499.62,-1,1,-1
50,16,111.48,521.05,78.27,221.29,-1,1,-1
50,17,27.08,509.66,93.28,238.55,-1,1,-1
50,18,241.22,454.58,61.86,111.63,-1,1,-1
51,1,1574.02,357.78,163.81,430.41,-1,1,-1
51,3,387.42,259.54,288.00,598.70,-1,1,-1
51,6,1316.24,535.00,47.86,126.38,-1,1,-1
51,8,1351.26,474.03,65.67,183.29,-1,1,-1
51,9,1783.93,288.78,134.11,503.81,-1,1,-1
51,16,110.67,514.69,80.25,227.56,-1,1,-1
51,17,27.73,511.63,92.01,236.49,-1,1,-1
51,19,365.00,543.00,61.00,148.00,-1,1,-1
52,1,1566.84,357.66,163.95,434.74,-1,1,-1
52,3,402.13,266.00,287.43,589.33,-1,1,-1
52,6,1316.15,534.99,47.99,126.75,-1,1,-1
52,8,1351.88,474.08,65.80,183.65,-1,1,-1
52,9,1783.95,288.11,134.43,504.62,-1,1,-1
52,16,111.55,516.39,79.97,227.15,-1,1,-1
52,17,25.44,510.91,92.33,237.95,-1,1,-1
52,19,365.00,543.00,61.00,148.00,-1,1,-1
52,20,350.00,438.00,87.00,257.00,-1,1,-1
53,1,1569.48,356.99,165.97,437.63,-1,1,-1
53,3,407.24,264.38,292.39,591.29,-1,1,-1
53,6,1316.11,534.99,48.03,126.89,-1,1,-1
53,8,1352.48,474.76,65.76,183.14,-1,1,-1
53,9,1782.24,286.63,135.40,506.74,-1,1,-1
53,16,110.38,511.09,82.23,233.59,-1,1,-1
53,17,26.73,511.86,91.43,235.64,-1,1,-1
53,20,350.00,438.00,87.00,257.00,-1,1,-1
54,1,1569.92,358.07,167.51,439.31,-1,1,-1
54,3,408.99,263.75,296.62,592.79,-1,1,-1
54,6,1316.09,535.65,48.05,126.95,-1,1,-1
54,8,1352.56,475.00,66.00,182.95,-1,1,-1
54,9,1779.72,284.84,136.93,510.05,-1,1,-1
54,16,109.36,505.86,83.58,237.91,-1,1,-1
54,17,28.02,512.82,90.53,233.32,-1,1,-1
55,1,1566.71,355.88,167.88,439.87,-1,1,-1
55,3,418.17,264.15,299.73,593.45,-1,1,-1
55,6,1315.90,536.56,47.74,126.31,-1,1,-1
55,8,1351.73,475.09,66.47,183.56,-1,1,-1
55,9,1776.82,283.57,138.79,513.81,-1,1,-1
55,16,107.79,499.99,85.14,242.76,-1,1,-1
56,1,1565.59,360.33,166.04,434.08,-1,1,-1
56,3,426.99,272.88,298.24,587.17,-1,1,-1
56,6,1315.62,534.91,48.02,127.39,-1,1,-1
56,8,1351.82,475.11,66.48,183.13,-1,1,-1
56,9,1774.55,282.51,140.57,517.08,-1,1,-1
56,16,109.23,498.47,85.59,243.87,-1,1,-1
56,18,236.61,456.92,60.95,112.12,-1,1,-1
56,22,382.10,448.79,88.41,256.68,-1,1,-1
57,1,1559.19,361.39,165.63,435.10,-1,1,-1
57,3,442.12,276.14,294.09,580.23,-1,1,-1
57,6,1315.82,534.95,48.17,128.46,-1,1,-1
57,8,1351.04,475.11,66.78,183.64,-1,1,-1
57,9,1772.37,282.84,141.97,518.20,-1,1,-1
57,16,109.64,501.93,84.77,240.90,-1,1,-1
57,18,237.42,458.44,58.90,110.03,-1,1,-1
57,22,381.56,451.74,88.35,255.10,-1,1,-1
58,1,1556.55,359.15,168.11,438.73,-1,1,-1
58,3,462.56,271.30,288.47,579.07,-1,1,-1
58,6,1316.06,534.97,47.89,128.21,-1,1,-1
58,8,1351.08,474.44,66.86,183.84,-1,1,-1
58,9,1769.41,281.72,144.19,521.78,-1,1,-1
58,16,108.31,500.72,85.42,242.29,-1,1,-1
58,18,236.86,458.73,58.99,110.20,-1,1,-1
58,22,379.46,449.76,89.57,256.69,-1,1,-1
59,1,1553.87,355.02,171.33,445.32,-1,1,-1
59,3,490.00,268.78,277.56,574.10,-1,1,-1
59,6,1316.31,535.64,47.46,127.44,-1,1,-1
59,8,1349.59,474.84,66.60,183.26,-1,1,-1
59,9,1766.46,282.66,145.48,521.07,-1,1,-1
59,16,108.37,504.27,84.56,239.46,-1,1,-1
59,17,28.62,521.81,87.23,226.78,-1,1,-1
59,18,236.30,459.02,59.09,110.38,-1,1,-1
59,22,377.93,446.90,91.57,260.10,-1,1,-1
60,1,1552.31,352.81,172.52,447.77,-1,1,-1
60,3,524.85,261.13,276.41,588.33,-1,1,-1
60,6,1316.33,535.23,47.44,127.81,-1,1,-1
60,8,1349.80,475.65,66.26,182.38,-1,1,-1
60,9,1763.37,281.11,148.65,527.24,-1,1,-1
60,16,109.02,503.05,84.96,240.28,-1,1,-1
60,17,29.34,523.15,86.51,224.92,-1,1,-1
60,22,379.35,451.63,90.50,254.12,-1,1,-1
60,23,902.03,527.74,38.67,99.13,-1,1,-1
60,24,969.74,522.68,43.84,102.45,-1,1,-1
61,1,1548.02,349.37,174.66,452.57,-1,1,-1
61,3,559.34,260.27,270.05,587.09,-1,1,-1
61,6,1315.61,534.41,47.56,128.61,-1,1,-1
61,8,1350.17,475.95,66.23,182.05,-1,1,-1
61,9,1760.06,281.88,150.93,528.83,-1,1,-1
61,16,109.36,505.26,84.27,237.91,-1,1,-1
61,17,25.28,513.70,89.81,234.22,-1,1,-1
61,22,380.83,450.55,92.41,256.83,-1,1,-1
61,23,902.28,528.15,38.59,98.93,-1,1,-1
61,24,969.19,524.74,42.87,100.18,-1,1,-1
62,1,1542.04,348.74,175.84,453.00,-1,1,-1
62,3,585.23,263.26,261.84,578.73,-1,1,-1
62,6,1315.66,534.77,47.60,128.91,-1,1,-1
62,8,1350.36,475.39,66.77,183.26,-1,1,-1
62,9,1756.80,282.88,153.26,529.97,-1,1,-1
62,16,109.61,500.86,85.77,242.25,-1,1,-1
62,17,24.72,509.94,90.73,237.87,-1,1,-1
62,22,383.91,446.73,93.43,258.46,-1,1,-1
62,23,901.06,524.46,40.94,104.37,-1,1,-1
62,24,968.65,526.81,41.90,97.91,-1,1,-1
63,1,1535.17,349.20,178.45,454.39,-1,1,-1
63,3,609.30,265.07,257.78,574.95,-1,1,-1
63,6,1315.53,535.56,47.28,128.36,-1,1,-1
63,8,1349.19,475.18,66.82,183.07,-1,1,-1
63,9,1753.11,282.65,156.52,534.23,-1,1,-1
63,16,108.37,496.61,87.68,247.78,-1,1,-1
63,17,23.34,506.60,92.10,242.50,-1,1,-1
63,22,391.23,449.41,91.53,252.25,-1,1,-1
63,23,900.88,523.58,41.56,105.94,-1,1,-1
64,1,1528.33,346.79,181.54,456.81,-1,1,-1
64,3,620.66,272.39,253.36,568.96,-1,1,-1
64,6,1315.71,537.19,46.67,126.82,-1,1,-1
64,8,1348.61,474.43,67.12,183.65,-1,1,-1
64,9,1749.75,277.35,160.46,541.65,-1,1,-1
64,16,110.53,507.44,84.42,237.44,-1,1,-1
64,17,23.53,508.63,91.19,240.32,-1,1,-1
64,22,397.43,449.77,90.58,249.91,-1,1,-1
64,23,900.70,522.71,42.17,107.50,-1,1,-1
65,1,1522.28,347.22,183.95,458.31,-1,1,-1
65,3,633.12,276.45,251.69,564.81,-1,1,-1
65,6,1315.80,537.80,46.42,126.24,-1,1,-1
65,8,1348.38,474.80,67.27,183.88,-1,1,-1
65,9,1746.21,279.94,161.34,535.22,-1,1,-1
65,16,110.36,504.41,85.86,241.31,-1,1,-1
65,17,23.11,506.13,91.83,243.43,-1,1,-1
65,22,402.87,443.13,93.17,257.87,-1,1,-1
66,1,1520.09,347.42,184.90,460.12,-1,1,-1
66,3,642.41,282.59,250.34,559.37,-1,1,-1
66,6,1316.33,538.68,45.99,124.70,-1,1,-1
66,8,1347.99,474.29,67.27,183.96,-1,1,-1
66,9,1741.83,278.35,164.54,536.55,-1,1,-1
66,16,110.04,508.57,84.91,238.11,-1,1,-1
66,17,22.91,507.17,91.49,243.28,-1,1,-1
66,22,406.36,444.70,92.96,257.47,-1,1,-1
67,1,1520.20,346.88,186.25,463.36,-1,1,-1
67,3,653.88,288.16,247.76,546.11,-1,1,-1
67,6,1316.39,538.34,46.11,124.80,-1,1,-1
67,8,1348.72,474.75,66.84,182.67,-1,1,-1
67,9,1736.92,279.10,167.12,533.67,-1,1,-1
67,16,109.42,504.21,86.85,243.48,-1,1,-1
67,17,24.23,505.62,91.22,244.53,-1,1,-1
67,22,409.30,448.01,92.03,255.29,-1,1,-1
67,28,958.09,502.66,56.34,124.87,-1,1,-1
68,1,1516.39,346.70,188.82,469.11,-1,1,-1
68,3,662.01,295.52,245.67,533.25,-1,1,-1
68,6,1316.49,538.86,46.00,124.18,-1,1,-1
68,8,1348.61,474.93,66.82,182.85,-1,1,-1
68,9,1731.94,273.49,171.83,538.44,-1,1,-1
68,16,109.84,501.94,87.58,245.46,-1,1,-1
68,17,24.65,507.67,90.63,243.67,-1,1,-1
68,22,412.71,447.95,92.15,255.13,-1,1,-1
68,28,955.73,501.14,57.36,127.35,-1,1,-1
69,1,1512.03,347.96,190.57,473.19,-1,1,-1
69,3,671.11,285.35,248.19,537.43,-1,1,-1
69,6,1316.11,539.05,46.13,124.62,-1,1,-1
